"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","판매","25m이상","46.48"," ","179,181","null","201910","14"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","제2종근린생활","25m이상","34.22"," ","48,918","3","201910","14"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","제1종근린생활","25m이상","34.13"," ","61,755","2","201910","14"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","-","중심상업","제2종근린생활","25m이상","3.65"," ","4,500","null","201910","14"," ","2006"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","40.22"," ","12,500","null","201910","15"," ","1996"
"경기도 안산단원구 고잔동","집합","7**","광덕4로","준주거","제1종근린생활","25m이상","90"," ","14,700","5","201910","15"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕4로","중심상업","제2종근린생활","25m미만","17.08"," ","3,050","4","201910","16"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","업무","25m미만","104.16"," ","25,500","5","201910","16"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","207.52"," ","60,000","null","201910","16"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕4로","준주거","판매","25m이상","183.31"," ","40,000","4","201910","17"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","제1종근린생활","25m미만","52.29"," ","11,200","4","201910","18"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제2종근린생활","25m미만","142.48"," ","28,000","2","201910","18"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","당곡로","일반상업","제2종근린생활","25m미만","8.92"," ","1,581","null","201910","21"," ","1995"
"경기도 안산단원구 고잔동","집합","5**","당곡로","일반상업","제2종근린생활","25m미만","8.46"," ","1,499","null","201910","21"," ","1995"
"경기도 안산단원구 고잔동","집합","5**","당곡로","일반상업","제2종근린생활","25m미만","8.92"," ","1,581","null","201910","21"," ","1995"
"경기도 안산단원구 고잔동","집합","7**","광덕1로","중심상업","제2종근린생활","25m미만","187.2"," ","37,800","2","201910","21"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","57.12"," ","46,000","1","201910","21"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","당곡로","일반상업","제2종근린생활","25m미만","4.98"," ","882","null","201910","21"," ","1995"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","52.26"," ","56,000","1","201910","21"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","당곡로","일반상업","제2종근린생활","25m미만","8.23"," ","1,458","null","201910","21"," ","1995"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제1종근린생활","12m미만","24.08"," ","4,500","7","201910","22"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","기타","12m미만","108.41"," ","16,500","3","201910","22"," ","1988"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제1종근린생활","12m미만","350.6"," ","61,000","null","201910","22"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","23.59"," ","3,000","3","201910","22"," ","1988"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","제1종근린생활","25m미만","88.8"," ","19,000","3","201910","23"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","고잔1길","일반상업","제2종근린생활","12m미만","200.29"," ","38,000","2","201910","23"," ","1995"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","32"," ","44,000","1","201910","23"," ","1988"
"경기도 안산단원구 고잔동","집합","5**","고잔1길","일반상업","기타","12m미만","94.5"," ","22,000","2","201910","23"," ","1995"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","256.48"," ","51,000","12","201910","24"," ","2004"
"경기도 안산단원구 고잔동","집합","6**","예술대학로","제2종일반주거","제2종근린생활","25m미만","33.47"," ","59,000","null","201910","24"," ","1986"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","제2종근린생활","25m미만","74.82"," ","67,000","1","201910","26"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕1로","중심상업","제1종근린생활","25m미만","39.6"," ","35,000","1","201910","26"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","제2종근린생활","12m미만","35.75"," ","7,150","null","201910","29"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","제2종근린생활","12m미만","105.84"," ","21,150","null","201910","29"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","고잔1길","일반상업","제2종근린생활","12m미만","45.56"," ","32,350","1","201910","30"," ","2006"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","제2종근린생활","25m이상","21.2"," ","4,170","null","201910","30"," ","1992"
"경기도 안산단원구 고잔동","집합","5**","고잔1길","일반상업","제2종근린생활","12m미만","48"," ","32,350","1","201910","30"," ","2006"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","45.6"," ","26,500","1","201911","1"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","교육연구","25m미만","113.6"," ","15,800","5","201911","2"," ","2001"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","177.6"," ","31,500","5","201911","5"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕4로","준주거","제2종근린생활","25m이상","85.8"," ","10,250","3","201911","5"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","예술대학로","일반상업","제2종근린생활","25m미만","84.4"," ","12,000","5","201911","6"," ","2004"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","제2종근린생활","12m미만","38"," ","24,500","1","201911","7"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","45.98"," ","26,000","1","201911","7"," ","2003"
"경기도 안산단원구 고잔동","일반","7**","한양대학로","제2종일반주거","제2종근린생활","25m이상","600.96","260.20","158,000","null","201911","8"," ","2001"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","기타","12m미만","99.9"," ","20,500","4","201911","9"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","교육연구","25m미만","120.9"," ","22,000","null","201911","9"," ","2001"
"경기도 안산단원구 고잔동","집합","6**","예술대학로2길","제1종일반주거","제2종근린생활","25m이상","48.4"," ","13,500","2","201911","11"," ","1992"
"경기도 안산단원구 고잔동","집합","5**","당곡로","일반상업","제2종근린생활","25m미만","22.61"," ","31,000","null","201911","12"," ","1985"
"경기도 안산단원구 고잔동","집합","5**","고잔로","일반상업","제2종근린생활","25m미만","48.16"," ","38,200","null","201911","12"," ","2018"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","업무","25m이상","34.86"," ","8,500","null","201911","12"," ","2002"
"경기도 안산단원구 고잔동","집합","6**","광덕4로","준주거","제2종근린생활","25m이상","35.52"," ","32,250","1","201911","13"," ","2007"
"경기도 안산단원구 고잔동","집합","7**","광덕1로","중심상업","제2종근린생활","25m이상","44.46"," ","41,500","1","201911","13"," ","2001"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","44.4"," ","23,800","null","201911","14"," ","2004"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","제3종일반주거","제2종근린생활","25m이상","58.5"," ","10,950","2","201911","14"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","업무","25m미만","46.01"," ","12,000","6","201911","14"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","제1종근린생활","12m미만","37.43"," ","24,700","null","201911","15"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","제2종근린생활","25m미만","45.6"," ","37,850","1","201911","15"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제1종근린생활","25m이상","45.98"," ","29,700","1","201911","15"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","제1종근린생활","25m미만","45.1"," ","19,200","1","201911","16"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","원고잔로","일반상업","업무","25m미만","23.51"," ","13,500","15","201911","16"," ","2019"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","제2종근린생활","25m미만","79.92"," ","20,900","2","201911","16"," ","2001"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제2종근린생활","12m미만","41.73"," ","32,000","1","201911","16"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕4로","준주거","제1종근린생활","25m이상","15.27"," ","2,532","1","201911","16"," ","2004"
"경기도 안산단원구 고잔동","집합","6**","인현중앙길","제1종일반주거","제2종근린생활","25m미만","65.57"," ","19,000","null","201911","18"," ","1990"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","제2종근린생활","25m미만","64.38"," ","17,900","null","201911","19"," ","2001"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","74.37"," ","13,400","3","201911","20"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","안산천서로","일반상업","제2종근린생활","25m미만","29.16"," ","12,500","1","201911","22"," ","1990"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","업무","25m이상","32.25"," ","6,000","null","201911","25"," ","1991"
"경기도 안산단원구 고잔동","집합","5**","고잔로","일반상업","제2종근린생활","12m미만","93.6"," ","33,396","2","201911","26"," ","2018"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","업무","25m이상","31.05"," ","5,700","null","201911","27"," ","1991"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","제2종근린생활","12m미만","31.54"," ","25,000","1","201911","27"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕3로","중심상업","제2종근린생활","12m미만","32.37"," ","25,000","1","201911","27"," ","2002"
"경기도 안산단원구 고잔동","일반","6**","화정천동로","제2종일반주거","제2종근린생활","25m이상","282.56","238.30","50,000","null","201911","28"," ","2003"
"경기도 안산단원구 고잔동","일반","6**","화정천동로","제2종일반주거","제2종근린생활","25m이상","119.68","238.30","40,000","null","201911","28"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","48.4"," ","18,250","2","201911","28"," ","1996"
"경기도 안산단원구 고잔동","집합","5**","고잔로","일반상업","제2종근린생활","12m미만","157.32"," ","25,500","2","201911","28"," ","2004"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","제2종근린생활","25m미만","118.65"," ","16,000","5","201911","28"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제2종근린생활","12m미만","30.75"," ","25,000","1","201911","28"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","업무","25m이상","31.5"," ","5,700","4","201911","28"," ","1991"
"경기도 안산단원구 고잔동","집합","5**","고잔1길","일반상업","제2종근린생활","12m미만","8.64"," ","10,000","2","201911","30"," ","1995"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","숙박","12m미만","539.37"," ","230,000","null","201911","30"," ","1997"
"경기도 안산단원구 고잔동","집합","7**","광덕1로","중심상업","제2종근린생활","25m이상","66.69"," ","19,000","2","201911","30"," ","2001"
"경기도 안산단원구 고잔동","집합","5**","고잔로","일반상업","제2종근린생활","25m미만","106.89"," ","13,600","6","201912","3"," ","1995"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","21.28"," ","8,800","1","201912","3"," ","2003"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","30.75"," ","10,000","null","201912","3"," ","1984"
"경기도 안산단원구 고잔동","집합","6**","예술대학로","제2종일반주거","제2종근린생활","25m미만","105.3"," ","7,500","null","201912","4"," ","1990"
"경기도 안산단원구 고잔동","집합","6**","광덕4로","준주거","제2종근린생활","25m이상","14.58"," ","3,000","1","201912","4"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제2종근린생활","12m미만","72.9"," ","16,360","2","201912","5"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","기타","12m미만","60.75"," ","13,640","2","201912","5"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","30.75"," ","22,500","1","201912","5"," ","1984"
"경기도 안산단원구 고잔동","집합","5**","고잔2길","일반상업","제2종근린생활","12m미만","30.75"," ","22,500","1","201912","5"," ","1984"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","제2종근린생활","25m이상","24.32"," ","10,000","1","201912","6"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕대로","중심상업","업무","25m이상","36.12"," ","7,550","null","201912","10"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","제1종근린생활","25m미만","46.02"," ","22,500","1","201912","12"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕서로","중심상업","업무","25m이상","82.16"," ","23,000","8","201912","12"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","중앙대로","일반상업","제2종근린생활","25m이상","45"," ","9,500","4","201912","16"," ","1991"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","판매","25m미만","4.12"," ","870","1","201912","18"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제2종근린생활","12m미만","34.44"," ","19,000","1","201912","23"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕2로","중심상업","제2종근린생활","12m미만","34.44"," ","19,000","1","201912","23"," ","2002"
"경기도 안산단원구 고잔동","집합","6**","광덕4로","준주거","업무","25m이상","47.52"," ","15,000","3","201912","23"," ","2003"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","제2종근린생활","25m미만","67.86"," ","11,000","5","201912","24"," ","2001"
"경기도 안산단원구 고잔동","집합","7**","광덕1로","중심상업","제2종근린생활","25m미만","59.4"," ","10,000","null","201912","24"," ","2002"
"경기도 안산단원구 고잔동","집합","7**","광덕동로","중심상업","기타","25m미만","231.58"," ","47,500","null","201912","27"," ","2002"
"경기도 안산단원구 고잔동","집합","5**","고잔로","일반상업","제2종근린생활","12m미만","43.2"," ","43,000","1","201912","28"," ","2018"
"경기도 안산단원구 고잔동","집합","5**","고잔로","일반상업","제2종근린생활","25m미만","100.37"," ","11,000","null","201912","31"," ","1993"
"경기도 안산단원구 대부남동","일반","6**","대남로","자연녹지","제1종근린생활","8m미만","172.8","470.00","17,500","null","201902","25"," ","1997"
"경기도 안산단원구 대부남동","일반","4**","마조금길","보전녹지","제1종근린생활","8m미만","142.53","556.00","25,300","null","201906","11"," ","2013"
"경기도 안산단원구 대부남동","일반","3**","장골1길","자연녹지","제2종근린생활","12m미만","176.61","446.00","23,169","null","201907","2"," ","2005"
"경기도 안산단원구 대부남동","일반","3**","부흥로","보전녹지","제1종근린생활","8m미만","137.97","489.00","38,700","null","201907","5"," ","2014"
"경기도 안산단원구 대부남동","일반","5**","한우물길","자연녹지","제2종근린생활","8m미만","100","550.00","14,000","null","201908","4"," ","1996"
"경기도 안산단원구 대부남동","일반","4**","마조금길","자연녹지","제2종근린생활","8m미만","85.32","651.00","42,710","null","201909","16"," ","2010"
"경기도 안산단원구 대부남동","일반","*","부흥로","자연녹지","제1종근린생활","12m미만","99.6","1019.00","62,500","null","201910","12"," ","2007"
"경기도 안산단원구 대부동동","집합","7*","대부황금로","자연녹지","제2종근린생활","12m미만","102.5"," ","5,000","null","201903","15"," ","1995"
"경기도 안산단원구 대부동동","집합","7*","대부황금로","자연녹지","제2종근린생활","12m미만","102.5"," ","5,000","null","201903","15"," ","1995"
"경기도 안산단원구 대부동동","일반","1***","대부황금로","자연녹지","제2종근린생활","12m미만","214.4","706.00","42,197","null","201905","17"," ","2011"
"경기도 안산단원구 대부동동","일반","5**","대부황금로","자연녹지","제2종근린생활","12m미만","442.64","1300.00","72,200","null","201906","18"," ","1996"
"경기도 안산단원구 대부동동","일반","5**","대부황금로","자연녹지","제2종근린생활","12m미만","226.52","992.00","42,000","null","201912","3"," ","1998"
"경기도 안산단원구 대부동동","집합","7*","대부황금로","자연녹지","제2종근린생활","12m미만","117.5"," ","6,900","null","201912","11"," ","1995"
"경기도 안산단원구 대부북동","일반","1***","구봉길","자연녹지","제2종근린생활","8m미만","226.44","324.00","28,000","null","201901","2"," ","1996"
"경기도 안산단원구 대부북동","집합","산2*","서위매봉길","자연녹지","제2종근린생활","8m미만","106.2"," ","16,300","null","201902","18"," ","1997"
"경기도 안산단원구 대부북동","일반","9**","대선로","자연녹지","제2종근린생활","12m미만","46.4","238.00","20,680","null","201902","19"," ","2008"
"경기도 안산단원구 대부북동","집합","산2*","서위매봉길","자연녹지","제2종근린생활","8m미만","93.19"," ","12,500","null","201902","22"," ","1997"
"경기도 안산단원구 대부북동","일반","6**","대선로","자연녹지","제2종근린생활","12m미만","44.28","222.00","20,000","null","201903","11"," ","2007"
"경기도 안산단원구 대부북동","일반","9**","뻐꾹산길","자연녹지","제2종근린생활","8m미만","180.52","312.00","41,800","null","201904","15"," ","1997"
"경기도 안산단원구 대부북동","집합","1***","구봉길","자연녹지","제2종근린생활","8m미만","108"," ","8,000","3","201905","8"," ","1996"
"경기도 안산단원구 대부북동","집합","산2*","서위매봉길","자연녹지","제2종근린생활","8m미만","57.01"," ","6,500","null","201905","16"," ","1997"
"경기도 안산단원구 대부북동","일반","4**","왕두재길","자연녹지","제2종근린생활","8m미만","98.8","978.00","36,149","null","201906","6"," ","2010"
"경기도 안산단원구 대부북동","집합","1***","구봉길","자연녹지","제2종근린생활","8m미만","142.56"," ","8,000","null","201906","18"," ","1996"
"경기도 안산단원구 대부북동","집합","1***","구봉길","자연녹지","제2종근린생활","8m미만","142.56"," ","8,000","null","201906","24"," ","1996"
"경기도 안산단원구 대부북동","일반","1***","사근여길","제1종일반주거","제2종근린생활","8m미만","82.4","208.33","9,500","null","201906","26"," ","2004"
"경기도 안산단원구 대부북동","일반","1***","사근여길","제1종일반주거","제1종근린생활","8m미만","31.05","208.33","8,500","null","201906","26"," ","2008"
"경기도 안산단원구 대부북동","일반","1***","사근여길","제1종일반주거","제2종근린생활","8m미만","82.4","208.33","9,500","null","201906","26"," ","2004"
"경기도 안산단원구 대부북동","일반","1***","사근여길","제1종일반주거","제1종근린생활","8m미만","31.05","208.33","8,500","null","201906","26"," ","2008"
"경기도 안산단원구 대부북동","일반","3**","상동로","제1종일반주거","제2종근린생활","25m미만","96","421.00","41,280","null","201910","7"," ","2015"
"경기도 안산단원구 대부북동","일반","4**","상동로","제1종일반주거","제2종근린생활","25m미만","192","864.00","84,720","null","201910","7"," ","2016"
"경기도 안산단원구 대부북동","일반","1***","대부황금로","자연녹지","제1종근린생활","25m미만","167.8","314.00","43,500","null","201910","11"," ","1997"
"경기도 안산단원구 대부북동","일반","1***","대부황금로","제1종일반주거","제2종근린생활","25m미만","151.2","268.00","87,553","null","201910","29"," ","2007"
"경기도 안산단원구 대부북동","일반","3**","대부중앙로","준주거","제2종근린생활","12m미만","66.43","134.00","14,000","null","201911","11"," ","1979"
"경기도 안산단원구 대부북동","일반","1***","대부황금로","제1종일반주거","제2종근린생활","25m미만","493.54","247.00","63,000","null","201912","27"," ","1997"
"경기도 안산단원구 목내동","집합","4**","별망로","일반공업","업무","25m이상","48.96"," ","20,000","1","201912","9"," ","2015"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","26.33"," ","13,000","null","201901","16"," ","1990"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","교육연구","25m이상","133.34"," ","18,600","5","201901","17"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","기타","25m이상","81.6"," ","10,000","5","201901","21"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제1종근린생활","25m이상","105.6"," ","12,000","5","201901","21"," ","1991"
"경기도 안산단원구 선부동","집합","1***","-","일반상업","제2종근린생활","-","22.53"," ","19,500","1","201901","26"," ","2018"
"경기도 안산단원구 선부동","일반","9**","지곡로1길","제1종일반주거","제1종근린생활","8m미만","419.16","220.50","69,000","null","201902","1"," ","1987"
"경기도 안산단원구 선부동","일반","1***","선부로","제2종일반주거","제1종근린생활","25m미만","491.27","247.70","71,000","null","201902","12"," ","2006"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","75.33"," ","13,000","3","201902","15"," ","1990"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","판매","25m미만","13.68"," ","2,250","1","201903","4"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","판매","25m미만","13.68"," ","2,250","1","201903","4"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부로","일반상업","제2종근린생활","25m미만","57.35"," ","1,000","null","201903","6"," ","1992"
"경기도 안산단원구 선부동","일반","9**","지곡로1안길","제1종일반주거","제1종근린생활","8m미만","434.56","222.10","64,500","null","201903","8"," ","1988"
"경기도 안산단원구 선부동","집합","1***","선부광장남로","제2종일반주거","제2종근린생활","25m미만","513.68"," ","110,000","2","201903","10"," ","1993"
"경기도 안산단원구 선부동","일반","9**","지곡로1안길","제1종일반주거","제1종근린생활","8m미만","478.34","222.70","62,000","null","201903","16"," ","1989"
"경기도 안산단원구 선부동","일반","1***","선부로","제2종일반주거","제2종근린생활","25m미만","493.66","231.10","88,000","null","201903","18"," ","1994"
"경기도 안산단원구 선부동","집합","1***","삼일로","일반상업","판매","25m이상","9.59"," ","2,500","null","201903","20"," ","1994"
"경기도 안산단원구 선부동","일반","1***","화정천서로6길","제1종일반주거","기타","25m미만","461.34","230.90","90,000","null","201904","9"," ","2008"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","381"," ","48,200","4","201904","19"," ","1990"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","기타","25m이상","184.51"," ","28,419","4","201904","19"," ","1990"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","489.72"," ","66,381","4","201904","19"," ","1990"
"경기도 안산단원구 선부동","집합","1***","선부로","일반상업","제2종근린생활","25m미만","67.5"," ","8,700","7","201904","23"," ","1994"
"경기도 안산단원구 선부동","집합","1***","선부로","일반상업","제2종근린생활","25m미만","83.25"," ","10,300","7","201904","23"," ","1994"
"경기도 안산단원구 선부동","집합","1***","-","제2종일반주거","제2종근린생활","8m미만","17.99"," ","5,500","null","201905","3"," ","1992"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","제1종근린생활","25m미만","48.03"," ","10,400","1","201905","6"," ","2005"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","제1종근린생활","25m미만","49.73"," ","10,400","1","201905","6"," ","2005"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","제2종근린생활","25m미만","8.91"," ","1,600","null","201905","7"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","제2종근린생활","25m미만","8.91"," ","1,600","null","201905","7"," ","1991"
"경기도 안산단원구 선부동","집합","1***","-","제2종일반주거","제2종근린생활","8m미만","28.05"," ","6,750","2","201905","8"," ","1992"
"경기도 안산단원구 선부동","집합","1***","-","제2종일반주거","제2종근린생활","8m미만","24.67"," ","7,100","2","201905","10"," ","1992"
"경기도 안산단원구 선부동","집합","1***","화정천서로6길","제1종일반주거","제2종근린생활","25m미만","53.18"," ","10,000","1","201905","16"," ","2002"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","49.64"," ","77,330","1","201905","22"," ","2004"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","30.6"," ","47,670","1","201905","22"," ","2004"
"경기도 안산단원구 선부동","집합","1***","선부광장남로","제2종일반주거","제2종근린생활","25m미만","36"," ","28,000","1","201905","29"," ","1993"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","판매","25m미만","27.72"," ","2,500","null","201906","3"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","34.06"," ","3,200","5","201906","4"," ","2001"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","110.4"," ","45,500","2","201906","7"," ","2003"
"경기도 안산단원구 선부동","일반","1***","석수로5길","제2종일반주거","제2종근린생활","12m미만","491.9","213.90","73,500","null","201907","10"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장남로","제2종일반주거","제2종근린생활","25m미만","279"," ","32,000","null","201907","19"," ","1993"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","제2종근린생활","25m미만","88.92"," ","26,000","1","201907","22"," ","2005"
"경기도 안산단원구 선부동","집합","1***","선이로","일반상업","판매","25m미만","8.91"," ","1,500","null","201907","23"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","38.21"," ","2,900","5","201907","26"," ","2001"
"경기도 안산단원구 선부동","일반","9**","지곡로3길","제2종일반주거","제1종근린생활","8m미만","432.94","237.50","61,000","null","201908","26"," ","1989"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","32.92"," ","2,750","5","201908","28"," ","2001"
"경기도 안산단원구 선부동","집합","1***","선부광장로","일반상업","교육연구","25m이상","442.85"," ","60,085","4","201909","5"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장로","일반상업","교육연구","25m이상","189.32"," ","25,687","4","201909","5"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장로","일반상업","제2종근린생활","25m이상","237.53"," ","32,228","4","201909","5"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부광장로","일반상업","제2종근린생활","25m이상","54.72"," ","44,500","1","201909","19"," ","2002"
"경기도 안산단원구 선부동","집합","1***","선부광장1로","일반상업","제2종근린생활","25m이상","39.9"," ","39,500","1","201910","16"," ","1991"
"경기도 안산단원구 선부동","집합","1***","선부로","일반상업","제1종근린생활","25m미만","36.69"," ","3,500","null","201910","21"," ","1992"
